dest	src	nlq	lq	cost
193.238.159.100	193.238.158.128	1.000	1.000	1.000
78.41.112.100	193.238.158.134	0.812	0.917	1.342
193.238.158.70	193.238.158.134	0.658	0.686	2.211
193.238.159.34	193.238.158.134	0.732	0.878	1.552
193.238.156.226	193.238.158.136	1.000	1.000	1.000
193.238.156.227	193.238.158.136	1.000	1.000	1.000
193.238.159.12	193.238.158.136	1.000	1.000	1.000
78.41.112.93	193.238.158.141	0.983	0.831	1.222
78.41.113.21	193.238.158.148	0.831	0.689	1.742
78.41.113.25	193.238.158.148	0.627	1.000	1.594
193.238.156.14	193.238.158.148	1.000	0.925	1.080
193.238.158.121	193.238.158.148	0.753	0.819	1.620
193.238.158.230	193.238.158.148	1.000	1.000	1.000
193.238.158.241	193.238.158.148	1.000	1.000	1.000
193.238.159.61	193.238.158.148	1.000	1.000	1.000
193.238.159.139	193.238.158.150	0.823	0.705	1.720
193.238.159.175	193.238.158.150	1.000	1.000	1.000
193.238.158.76	193.238.158.152	1.000	1.000	1.000
193.238.159.48	193.238.158.152	1.000	0.890	1.123
193.238.156.60	193.238.158.164	1.000	1.000	1.000
193.238.156.234	193.238.158.166	1.000	1.000	1.000
193.238.159.14	193.238.158.166	0.823	0.886	1.369
193.238.159.61	193.238.158.166	1.000	1.000	1.000
193.238.159.228	193.238.158.166	0.944	0.976	1.083
78.41.112.69	193.238.158.167	0.933	0.894	1.198
78.41.112.92	193.238.158.169	1.000	1.000	1.000
78.41.112.99	193.238.158.169	1.000	1.000	1.000
78.41.112.131	193.238.158.169	1.000	1.000	1.000
78.41.113.35	193.238.158.169	1.000	1.000	1.000
78.41.113.214	193.238.158.169	1.000	1.000	1.000
193.238.156.90	193.238.158.169	1.000	1.000	1.000
193.238.158.26	193.238.158.169	1.000	1.000	1.000
193.238.159.232	193.238.158.169	1.000	1.000	1.000
193.238.158.60	193.238.158.173	1.000	1.000	1.000
193.238.158.234	193.238.158.173	0.481	0.392	5.286
193.238.159.101	193.238.158.173	0.732	0.678	2.010
193.238.159.219	193.238.158.173	1.000	1.000	1.000
193.238.159.238	193.238.158.173	1.000	1.000	1.000
193.238.156.249	193.238.158.178	0.839	0.623	1.910
78.41.113.124	193.238.158.181	0.976	0.812	1.261
78.41.112.213	193.238.158.186	1.000	1.000	1.000
193.238.158.53	193.238.158.186	1.000	1.000	1.000
193.238.159.246	193.238.158.186	1.000	1.000	1.000
78.41.112.12	193.238.158.188	1.000	1.000	1.000
78.41.112.224	193.238.158.188	1.000	1.000	1.000
78.41.113.77	193.238.158.188	1.000	1.000	1.000
78.41.113.228	193.238.158.188	1.000	1.000	1.000
193.238.156.35	193.238.158.188	1.000	1.000	1.000
193.238.156.225	193.238.158.188	1.000	1.000	1.000
193.238.158.41	193.238.158.188	1.000	1.000	1.000
193.238.158.90	193.238.158.188	1.000	1.000	1.000
193.238.159.25	193.238.158.188	1.000	1.000	1.000
193.238.159.54	193.238.158.188	1.000	1.000	1.000
78.41.112.126	193.238.158.195	0.983	0.843	1.204
193.238.158.238	193.238.158.195	1.000	1.000	1.000
78.41.112.156	193.238.158.200	1.000	1.000	1.000
78.41.112.220	193.238.158.200	1.000	1.000	1.000
78.41.112.107	193.238.158.202	1.000	1.000	1.000
193.238.156.200	193.238.158.217	0.874	0.757	1.511
193.238.158.66	193.238.158.217	0.497	0.313	6.399
193.238.159.30	193.238.158.217	0.678	0.827	1.781
193.238.159.175	193.238.158.217	0.674	0.533	2.779
193.238.156.172	193.238.158.219	1.000	1.000	1.000
193.238.157.130	193.238.158.219	1.000	1.000	1.000
193.238.159.240	193.238.158.219	0.835	0.600	1.995
78.41.112.228	193.238.158.220	1.000	1.000	1.000
78.41.112.247	193.238.158.220	1.000	1.000	1.000
193.238.156.82	193.238.158.220	1.000	1.000	1.000
193.238.159.222	193.238.158.220	1.000	1.000	1.000
193.238.158.235	193.238.158.222	1.000	1.000	1.000
193.238.156.189	193.238.158.225	1.000	0.804	1.243
193.238.156.253	193.238.158.225	0.976	0.788	1.299
78.41.112.68	193.238.158.230	1.000	1.000	1.000
193.238.156.208	193.238.158.230	1.000	1.000	1.000
193.238.158.148	193.238.158.230	1.000	1.000	1.000
193.238.158.241	193.238.158.230	1.000	1.000	1.000
193.238.159.61	193.238.158.230	0.298	1.000	3.354
193.238.159.240	193.238.158.232	0.901	0.721	1.536
193.238.158.173	193.238.158.234	0.435	0.392	5.857
193.238.158.60	193.238.158.235	1.000	1.000	1.000
193.238.158.222	193.238.158.235	1.000	1.000	1.000
78.41.112.76	193.238.158.237	0.533	1.000	1.875
78.41.112.195	193.238.158.237	1.000	1.000	1.000
78.41.113.135	193.238.158.237	1.000	1.000	1.000
193.238.156.166	193.238.158.237	1.000	1.000	1.000
193.238.158.240	193.238.158.237	1.000	1.000	1.000
193.238.159.113	193.238.158.237	1.000	1.000	1.000
193.238.159.131	193.238.158.237	0.643	0.964	1.611
193.238.159.252	193.238.158.237	1.000	1.000	1.000
193.238.158.195	193.238.158.238	1.000	1.000	1.000
78.41.112.195	193.238.158.240	1.000	1.000	1.000
78.41.113.135	193.238.158.240	1.000	1.000	1.000
193.238.156.166	193.238.158.240	1.000	1.000	1.000
193.238.158.237	193.238.158.240	1.000	1.000	1.000
193.238.159.113	193.238.158.240	1.000	1.000	1.000
193.238.159.252	193.238.158.240	1.000	1.000	1.000
78.41.112.146	193.238.158.241	0.792	0.933	1.353
78.41.112.225	193.238.158.241	0.588	0.976	1.740
193.238.158.148	193.238.158.241	1.000	1.000	1.000
193.238.158.230	193.238.158.241	1.000	1.000	1.000
193.238.159.46	193.238.158.241	0.364	0.972	2.818
193.238.159.61	193.238.158.241	0.796	0.497	2.521
193.238.159.169	193.238.158.243	0.874	0.705	1.619
78.41.112.120	193.238.158.244	0.341	0.521	5.619
78.41.112.124	193.238.158.244	1.000	1.000	1.000
78.41.112.249	193.238.158.244	0.219	0.686	6.635
78.41.113.167	193.238.158.244	0.403	0.862	2.869
193.238.156.3	193.238.158.244	1.000	1.000	1.000
193.238.156.6	193.238.158.244	0.388	0.991	2.596
193.238.156.253	193.238.158.245	0.815	0.584	2.098
78.41.112.60	193.238.158.248	1.000	1.000	1.000
78.41.113.188	193.238.158.248	1.000	1.000	1.000
78.41.113.214	193.238.158.248	1.000	1.000	1.000
193.238.156.55	193.238.158.248	1.000	1.000	1.000
193.238.156.184	193.238.158.248	1.000	1.000	1.000
193.238.156.248	193.238.158.248	1.000	1.000	1.000
193.238.158.27	193.238.158.248	1.000	1.000	1.000
193.238.158.29	193.238.158.248	1.000	1.000	1.000
193.238.158.72	193.238.158.248	1.000	1.000	1.000
193.238.159.61	193.238.158.248	0.897	1.000	1.113
78.41.112.244	193.238.158.249	0.847	0.909	1.297
193.238.158.89	193.238.158.249	0.697	0.553	2.591
193.238.159.107	193.238.158.249	1.000	1.000	1.000
78.41.112.249	193.238.158.250	0.854	0.757	1.545
78.41.113.159	193.238.158.250	1.000	1.000	1.000
193.238.156.73	193.238.158.250	0.964	0.757	1.369
193.238.158.28	193.238.158.250	1.000	1.000	1.000
78.41.112.132	193.238.158.254	1.000	1.000	1.000
193.238.159.25	193.238.158.254	1.000	0.944	1.058
193.238.159.103	193.238.158.254	1.000	1.000	1.000
78.41.112.222	193.238.159.5	1.000	1.000	1.000
193.238.159.100	193.238.159.6	0.948	1.000	1.054
78.41.112.72	193.238.159.8	1.000	1.000	1.000
78.41.113.241	193.238.159.8	1.000	1.000	1.000
193.238.159.13	193.238.159.8	1.000	1.000	1.000
193.238.156.226	193.238.159.12	1.000	1.000	1.000
193.238.156.227	193.238.159.12	1.000	1.000	1.000
193.238.158.136	193.238.159.12	1.000	1.000	1.000
78.41.112.72	193.238.159.13	1.000	1.000	1.000
78.41.113.241	193.238.159.13	1.000	1.000	1.000
193.238.159.8	193.238.159.13	1.000	1.000	1.000
193.238.158.166	193.238.159.14	0.886	0.882	1.278
193.238.159.139	193.238.159.14	1.000	1.000	1.000
193.238.156.10	193.238.159.17	1.000	0.901	1.108
193.238.156.75	193.238.159.17	1.000	1.000	1.000
193.238.159.180	193.238.159.17	0.956	1.000	1.045
193.238.159.241	193.238.159.21	0.921	0.721	1.503
78.41.112.12	193.238.159.25	1.000	1.000	1.000
78.41.112.120	193.238.159.25	1.000	1.000	1.000
78.41.113.77	193.238.159.25	1.000	1.000	1.000
78.41.113.196	193.238.159.25	1.000	1.000	1.000
78.41.113.228	193.238.159.25	1.000	1.000	1.000
193.238.156.13	193.238.159.25	1.000	1.000	1.000
193.238.156.35	193.238.159.25	1.000	1.000	1.000
193.238.156.193	193.238.159.25	1.000	1.000	1.000
193.238.156.225	193.238.159.25	1.000	1.000	1.000
193.238.158.90	193.238.159.25	1.000	1.000	1.000
193.238.158.188	193.238.159.25	1.000	1.000	1.000
193.238.158.254	193.238.159.25	0.937	1.000	1.066
193.238.159.54	193.238.159.25	1.000	1.000	1.000
193.238.159.227	193.238.159.25	0.808	0.995	1.242
193.238.156.172	193.238.159.26	0.780	0.576	2.223
193.238.158.66	193.238.159.26	0.890	0.564	1.989
193.238.159.175	193.238.159.26	0.812	0.631	1.950
78.41.112.93	193.238.159.29	1.000	0.776	1.287
193.238.156.183	193.238.159.29	1.000	1.000	1.000
193.238.159.80	193.238.159.29	1.000	1.000	1.000
193.238.158.217	193.238.159.30	0.878	0.666	1.707
193.238.159.126	193.238.159.30	0.937	1.000	1.066
193.238.159.175	193.238.159.30	0.901	0.701	1.579
193.238.158.134	193.238.159.34	0.878	0.725	1.568
193.238.159.254	193.238.159.34	0.851	0.960	1.223
78.41.112.111	193.238.159.35	0.748	0.796	1.677
193.238.156.60	193.238.159.35	0.611	0.368	4.434
193.238.156.234	193.238.159.35	0.765	0.341	3.832
78.41.113.250	193.238.159.36	1.000	1.000	1.000
193.238.156.52	193.238.159.37	1.000	1.000	1.000
193.238.156.223	193.238.159.37	1.000	1.000	1.000
78.41.112.93	193.238.159.39	1.000	1.000	1.000
78.41.112.168	193.238.159.39	1.000	1.000	1.000
78.41.113.23	193.238.159.39	1.000	1.000	1.000
78.41.113.26	193.238.159.39	1.000	1.000	1.000
193.238.156.39	193.238.159.39	1.000	1.000	1.000
193.238.156.54	193.238.159.39	1.000	1.000	1.000
193.238.156.202	193.238.159.39	1.000	1.000	1.000
193.238.158.27	193.238.159.39	1.000	1.000	1.000
193.238.159.48	193.238.159.39	1.000	1.000	1.000
193.238.159.69	193.238.159.39	1.000	1.000	1.000
193.238.159.83	193.238.159.39	1.000	1.000	1.000
193.238.156.11	193.238.159.40	0.894	0.156	7.130
193.238.156.40	193.238.159.40	1.000	1.000	1.000
193.238.158.118	193.238.159.40	0.968	0.925	1.115
193.238.158.90	193.238.159.42	1.000	1.000	1.000
78.41.113.42	193.238.159.44	1.000	1.000	1.000
193.238.156.152	193.238.159.44	1.000	1.000	1.000
193.238.159.46	193.238.159.44	1.000	1.000	1.000
193.238.159.61	193.238.159.44	1.000	1.000	1.000
193.238.159.246	193.238.159.44	0.725	0.925	1.489
78.41.113.42	193.238.159.46	1.000	1.000	1.000
193.238.156.152	193.238.159.46	1.000	1.000	1.000
193.238.158.241	193.238.159.46	0.972	0.368	2.789
193.238.159.44	193.238.159.46	1.000	1.000	1.000
78.41.113.23	193.238.159.48	1.000	1.000	1.000
78.41.113.26	193.238.159.48	1.000	1.000	1.000
193.238.156.39	193.238.159.48	1.000	1.000	1.000
193.238.156.54	193.238.159.48	1.000	1.000	1.000
193.238.156.202	193.238.159.48	1.000	1.000	1.000
193.238.158.27	193.238.159.48	1.000	1.000	1.000
193.238.158.152	193.238.159.48	0.894	1.000	1.118
193.238.159.39	193.238.159.48	1.000	1.000	1.000
193.238.159.69	193.238.159.48	1.000	1.000	1.000
193.238.159.83	193.238.159.48	1.000	1.000	1.000
78.41.112.93	193.238.159.50	1.000	1.000	1.000
193.238.157.167	193.238.159.51	1.000	1.000	1.000
78.41.112.12	193.238.159.54	1.000	1.000	1.000
78.41.112.86	193.238.159.54	1.000	1.000	1.000
78.41.113.77	193.238.159.54	1.000	1.000	1.000
78.41.113.228	193.238.159.54	1.000	1.000	1.000
193.238.156.35	193.238.159.54	1.000	1.000	1.000
193.238.156.43	193.238.159.54	1.000	1.000	1.000
193.238.156.225	193.238.159.54	1.000	1.000	1.000
193.238.158.90	193.238.159.54	1.000	1.000	1.000
193.238.158.188	193.238.159.54	1.000	1.000	1.000
193.238.159.25	193.238.159.54	1.000	1.000	1.000
193.238.159.178	193.238.159.54	0.396	1.000	2.524
193.238.159.242	193.238.159.54	1.000	1.000	1.000
78.41.112.49	193.238.159.59	1.000	1.000	1.000
78.41.112.50	193.238.159.59	1.000	1.000	1.000
193.238.156.247	193.238.159.59	1.000	1.000	1.000
78.41.112.7	193.238.159.61	0.827	0.948	1.273
78.41.112.59	193.238.159.61	0.788	1.000	1.269
78.41.112.173	193.238.159.61	0.506	0.948	2.082
78.41.112.177	193.238.159.61	1.000	1.000	1.000
78.41.112.178	193.238.159.61	0.800	0.964	1.295
78.41.113.214	193.238.159.61	1.000	0.972	1.027
193.238.156.136	193.238.159.61	1.000	1.000	1.000
193.238.156.158	193.238.159.61	0.831	0.619	1.940
193.238.156.234	193.238.159.61	1.000	1.000	1.000
193.238.158.148	193.238.159.61	1.000	1.000	1.000
193.238.158.166	193.238.159.61	1.000	1.000	1.000
193.238.158.230	193.238.159.61	1.000	0.298	3.354
193.238.158.241	193.238.159.61	0.497	0.796	2.521
193.238.158.248	193.238.159.61	1.000	0.897	1.113
193.238.159.44	193.238.159.61	1.000	1.000	1.000
193.238.159.120	193.238.159.61	1.000	1.000	1.000
193.238.159.174	193.238.159.61	0.658	0.983	1.542
193.238.156.97	193.238.159.68	0.925	0.438	2.460
78.41.113.23	193.238.159.69	1.000	1.000	1.000
78.41.113.26	193.238.159.69	1.000	1.000	1.000
193.238.156.39	193.238.159.69	1.000	0.897	1.113
193.238.156.54	193.238.159.69	1.000	1.000	1.000
193.238.156.141	193.238.159.69	0.972	0.493	2.080
193.238.156.202	193.238.159.69	1.000	1.000	1.000
193.238.156.237	193.238.159.69	1.000	1.000	1.000
193.238.158.27	193.238.159.69	1.000	1.000	1.000
193.238.159.39	193.238.159.69	1.000	1.000	1.000
193.238.159.48	193.238.159.69	1.000	1.000	1.000
193.238.159.83	193.238.159.69	1.000	1.000	1.000
193.238.159.164	193.238.159.69	0.944	0.983	1.074
78.41.112.168	193.238.159.71	0.948	0.792	1.330
193.238.156.183	193.238.159.80	1.000	1.000	1.000
193.238.156.202	193.238.159.80	0.940	0.761	1.396
193.238.159.29	193.238.159.80	1.000	1.000	1.000
78.41.112.66	193.238.159.81	1.000	1.000	1.000
193.238.156.139	193.238.159.81	1.000	0.497	2.008
193.238.159.137	193.238.159.81	1.000	1.000	1.000
193.238.159.227	193.238.159.81	1.000	0.195	5.100
78.41.113.23	193.238.159.83	1.000	1.000	1.000
78.41.113.26	193.238.159.83	1.000	1.000	1.000
193.238.156.39	193.238.159.83	1.000	0.897	1.113
193.238.156.54	193.238.159.83	1.000	1.000	1.000
193.238.156.127	193.238.159.83	0.792	0.964	1.308
193.238.156.202	193.238.159.83	1.000	1.000	1.000
193.238.158.27	193.238.159.83	1.000	1.000	1.000
193.238.159.39	193.238.159.83	1.000	1.000	1.000
193.238.159.48	193.238.159.83	1.000	1.000	1.000
193.238.159.69	193.238.159.83	1.000	1.000	1.000
78.41.112.9	193.238.159.100	1.000	0.897	1.113
78.41.112.65	193.238.159.100	1.000	1.000	1.000
78.41.112.66	193.238.159.100	1.000	0.195	5.100
78.41.112.102	193.238.159.100	1.000	1.000	1.000
78.41.112.104	193.238.159.100	1.000	0.497	2.008
78.41.112.137	193.238.159.100	1.000	1.000	1.000
78.41.112.167	193.238.159.100	1.000	1.000	1.000
78.41.112.171	193.238.159.100	1.000	1.000	1.000
78.41.112.222	193.238.159.100	1.000	1.000	1.000
78.41.113.118	193.238.159.100	1.000	1.000	1.000
78.41.113.132	193.238.159.100	1.000	0.697	1.432
78.41.113.214	193.238.159.100	1.000	1.000	1.000
193.238.156.85	193.238.159.100	1.000	1.000	1.000
193.238.156.115	193.238.159.100	1.000	1.000	1.000
193.238.156.251	193.238.159.100	1.000	1.000	1.000
193.238.157.206	193.238.159.100	1.000	1.000	1.000
193.238.158.57	193.238.159.100	1.000	0.098	10.199
193.238.158.86	193.238.159.100	1.000	1.000	1.000
193.238.158.128	193.238.159.100	1.000	1.000	1.000
193.238.159.6	193.238.159.100	1.000	0.948	1.054
193.238.159.122	193.238.159.100	1.000	1.000	1.000
193.238.159.200	193.238.159.100	1.000	0.195	5.100
78.41.112.249	193.238.159.101	0.384	0.145	17.933
193.238.156.46	193.238.159.101	0.627	0.717	2.221
193.238.156.200	193.238.159.101	1.000	1.000	1.000
193.238.158.173	193.238.159.101	0.678	0.709	2.076
193.238.159.240	193.238.159.101	1.000	1.000	1.000
78.41.112.132	193.238.159.103	1.000	1.000	1.000
193.238.158.254	193.238.159.103	1.000	1.000	1.000
78.41.113.74	193.238.159.106	0.940	1.000	1.063
193.238.158.249	193.238.159.107	1.000	1.000	1.000
78.41.112.195	193.238.159.113	1.000	1.000	1.000
78.41.113.135	193.238.159.113	1.000	1.000	1.000
193.238.156.166	193.238.159.113	1.000	1.000	1.000
193.238.158.237	193.238.159.113	1.000	1.000	1.000
193.238.158.240	193.238.159.113	1.000	1.000	1.000
193.238.159.252	193.238.159.113	1.000	1.000	1.000
193.238.159.61	193.238.159.120	1.000	1.000	1.000
78.41.113.23	193.238.159.121	0.658	0.921	1.646
193.238.156.19	193.238.159.121	1.000	1.000	1.000
193.238.156.39	193.238.159.121	1.000	1.000	1.000
193.238.159.150	193.238.159.121	1.000	1.000	1.000
78.41.113.26	193.238.159.122	0.113	0.446	19.668
193.238.159.100	193.238.159.122	1.000	1.000	1.000
193.238.159.30	193.238.159.126	1.000	0.878	1.138
78.41.112.108	193.238.159.129	1.000	1.000	1.000
78.41.113.47	193.238.159.129	1.000	1.000	1.000
78.41.113.57	193.238.159.129	1.000	1.000	1.000
78.41.113.246	193.238.159.129	1.000	1.000	1.000
193.238.158.237	193.238.159.131	0.964	0.662	1.563
78.41.112.66	193.238.159.137	1.000	1.000	1.000
193.238.156.139	193.238.159.137	1.000	0.497	2.008
193.238.159.81	193.238.159.137	1.000	1.000	1.000
193.238.159.227	193.238.159.137	1.000	0.195	5.100
193.238.156.183	193.238.159.138	1.000	0.870	1.148
193.238.159.150	193.238.159.138	1.000	1.000	1.000
78.41.113.197	193.238.159.139	0.493	0.772	2.619
193.238.158.150	193.238.159.139	0.650	0.823	1.865
193.238.159.14	193.238.159.139	1.000	1.000	1.000
193.238.159.239	193.238.159.139	0.705	0.897	1.577
78.41.112.120	193.238.159.143	0.639	0.772	2.024
78.41.112.249	193.238.159.143	0.776	0.796	1.617
193.238.156.73	193.238.159.143	0.886	0.748	1.506
193.238.156.19	193.238.159.150	0.983	0.909	1.116
193.238.156.39	193.238.159.150	1.000	1.000	1.000
193.238.159.121	193.238.159.150	1.000	1.000	1.000
193.238.159.138	193.238.159.150	1.000	1.000	1.000
78.41.113.44	193.238.159.160	1.000	1.000	1.000
193.238.158.27	193.238.159.160	1.000	1.000	1.000
78.41.113.7	193.238.159.163	1.000	1.000	1.000
193.238.156.141	193.238.159.164	1.000	0.493	2.023
193.238.156.237	193.238.159.164	1.000	1.000	1.000
193.238.159.69	193.238.159.164	0.983	1.000	1.016
78.41.112.108	193.238.159.165	1.000	1.000	1.000
193.238.158.41	193.238.159.167	1.000	1.000	1.000
78.41.112.222	193.238.159.169	0.396	1.000	2.524
78.41.113.94	193.238.159.169	0.697	0.168	8.495
78.41.113.98	193.238.159.169	1.000	1.000	1.000
193.238.156.22	193.238.159.169	1.000	1.000	1.000
193.238.156.49	193.238.159.169	1.000	1.000	1.000
193.238.156.68	193.238.159.169	0.784	0.976	1.306
193.238.156.149	193.238.159.169	1.000	1.000	1.000
193.238.156.191	193.238.159.169	1.000	1.000	1.000
193.238.156.192	193.238.159.169	0.769	0.976	1.332
193.238.158.243	193.238.159.169	0.686	0.858	1.696
193.238.157.132	193.238.159.174	1.000	1.000	1.000
193.238.159.61	193.238.159.174	0.983	0.600	1.692
78.41.112.115	193.238.159.175	0.576	0.831	2.086
78.41.113.219	193.238.159.175	0.545	0.748	2.449
193.238.156.200	193.238.159.175	0.396	0.689	3.657
193.238.158.66	193.238.159.175	0.757	0.670	1.970
193.238.158.150	193.238.159.175	1.000	1.000	1.000
193.238.158.217	193.238.159.175	0.564	0.674	2.625
193.238.159.26	193.238.159.175	0.568	0.812	2.166
193.238.159.30	193.238.159.175	0.635	0.917	1.715
193.238.156.32	193.238.159.178	1.000	1.000	1.000
193.238.158.2	193.238.159.178	1.000	1.000	1.000
193.238.159.54	193.238.159.178	0.481	0.396	5.233
193.238.156.10	193.238.159.180	1.000	0.894	1.118
193.238.156.75	193.238.159.180	1.000	1.000	1.000
193.238.159.17	193.238.159.180	1.000	0.956	1.045
193.238.156.234	193.238.159.181	0.897	0.376	2.957
193.238.158.66	193.238.159.181	0.823	0.545	2.228
78.41.113.124	193.238.159.190	0.858	1.000	1.164
78.41.112.194	193.238.159.192	0.944	0.650	1.625
78.41.112.235	193.238.159.200	0.403	0.518	4.782
78.41.113.100	193.238.159.200	1.000	0.921	1.085
78.41.113.132	193.238.159.200	1.000	0.917	1.089
78.41.113.140	193.238.159.200	0.952	0.909	1.153
78.41.113.199	193.238.159.200	0.874	0.956	1.194
78.41.113.200	193.238.159.200	0.874	0.987	1.156
193.238.159.100	193.238.159.200	0.195	1.000	5.100
193.238.159.217	193.238.159.200	1.000	1.000	1.000
193.238.156.22	193.238.159.204	0.921	0.851	1.274
78.41.112.11	193.238.159.206	1.000	1.000	1.000
193.238.156.152	193.238.159.206	0.937	0.792	1.347
78.41.113.100	193.238.159.217	0.956	1.000	1.045
78.41.113.132	193.238.159.217	1.000	1.000	1.000
78.41.113.140	193.238.159.217	1.000	0.913	1.094
78.41.113.199	193.238.159.217	0.874	0.976	1.171
78.41.113.200	193.238.159.217	0.874	0.968	1.180
193.238.159.200	193.238.159.217	1.000	1.000	1.000
193.238.156.61	193.238.159.218	1.000	1.000	1.000
193.238.156.46	193.238.159.219	0.701	0.561	2.540
193.238.158.60	193.238.159.219	1.000	1.000	1.000
193.238.158.173	193.238.159.219	1.000	1.000	1.000
193.238.159.238	193.238.159.219	1.000	1.000	1.000
78.41.112.12	193.238.159.222	1.000	1.000	1.000
78.41.112.228	193.238.159.222	1.000	1.000	1.000
78.41.112.247	193.238.159.222	1.000	1.000	1.000
193.238.156.82	193.238.159.222	1.000	1.000	1.000
193.238.158.220	193.238.159.222	1.000	1.000	1.000
193.238.157.207	193.238.159.225	0.423	0.329	7.167
78.41.112.66	193.238.159.227	0.195	1.000	5.100
193.238.156.139	193.238.159.227	0.195	0.497	10.239
193.238.159.25	193.238.159.227	0.995	0.808	1.242
193.238.159.81	193.238.159.227	0.195	1.000	5.100
193.238.159.137	193.238.159.227	0.195	1.000	5.100
193.238.158.166	193.238.159.228	0.976	0.944	1.083
78.41.113.231	193.238.159.230	1.000	1.000	1.000
193.238.159.239	193.238.159.230	1.000	1.000	1.000
78.41.112.92	193.238.159.232	1.000	1.000	1.000
78.41.112.99	193.238.159.232	1.000	1.000	1.000
193.238.158.26	193.238.159.232	1.000	1.000	1.000
193.238.158.169	193.238.159.232	1.000	1.000	1.000
193.238.158.60	193.238.159.238	1.000	1.000	1.000
193.238.158.173	193.238.159.238	1.000	1.000	1.000
193.238.159.219	193.238.159.238	1.000	1.000	1.000
78.41.113.231	193.238.159.239	1.000	1.000	1.000
193.238.159.139	193.238.159.239	0.897	0.678	1.641
193.238.159.230	193.238.159.239	1.000	1.000	1.000
78.41.113.98	193.238.159.240	1.000	0.607	1.645
78.41.113.231	193.238.159.240	0.870	0.925	1.240
193.238.156.200	193.238.159.240	1.000	1.000	1.000
193.238.158.99	193.238.159.240	0.831	0.874	1.375
193.238.158.219	193.238.159.240	0.607	0.835	1.969
193.238.158.232	193.238.159.240	0.721	0.897	1.543
193.238.159.101	193.238.159.240	1.000	1.000	1.000
78.41.112.11	193.238.159.241	0.466	0.968	2.212
193.238.159.21	193.238.159.241	0.721	0.921	1.503
193.238.159.54	193.238.159.242	1.000	1.000	1.000
78.41.112.213	193.238.159.246	1.000	1.000	1.000
78.41.113.30	193.238.159.246	0.732	1.000	1.363
193.238.158.53	193.238.159.246	1.000	1.000	1.000
193.238.158.186	193.238.159.246	1.000	1.000	1.000
193.238.159.44	193.238.159.246	0.925	0.713	1.514
78.41.112.195	193.238.159.252	1.000	1.000	1.000
78.41.113.135	193.238.159.252	1.000	1.000	1.000
193.238.156.166	193.238.159.252	1.000	1.000	1.000
193.238.158.237	193.238.159.252	1.000	1.000	1.000
193.238.158.240	193.238.159.252	1.000	1.000	1.000
193.238.159.113	193.238.159.252	1.000	1.000	1.000
193.238.159.34	193.238.159.254	0.956	0.851	1.228

